Game Date,Home or Away Game,Opponent,Win or Loss,CU Score,Opponent Score,Notes,
11/4/11, home, Colorado College, W,8,2, ,
10/28/11, home, Wyoming, W,18,3, ,
10/14/11, home, Colorado Alumni, W,11,0, ,
11/24/10, away, Colorado Mines, W,19,0, ,
11/5/10, away, Colorado State, W,44,0, ,
10/29/10, home, Utah, W,11,0, ,
10/22/10, home, Wyoming, W,16,3, ,
10/8/10, home, Colorado Alumni, W,11,0, ,
10/1/10, home, Boulder High, W,20,0, ,
11/25/09, away, Colorado Mines, W,16,0, ,
11/13/09, away, Colorado College, W,9,0, ,
11/6/09, home, New Mexico, W,53,0, ,
10/23/09, home, Colorado State, W,57,0, ,
10/9/09, home, Colorado Alumni, W,3,0, ,
10/2/09, home, Boulder High, W,3,0, ,
11/26/08, home, Colorado Mines, W,15,0, ,
11/21/08, home, Denver, L,10,14, ,
11/14/08, away, Utah, L,14,21, ,
11/7/08, home, Colorado College, W,14,0, ,
10/24/08, away, Colorado State, W,8,0, ,
10/11/08, away, Boulder High, W,29,0, ,
10/4/08, away, Longmont High, W,6,0, ,
11/21/07, away, Colorado Mines, L,4,5, ,
11/16/07, home, Utah, W,24,10, ,
11/9/07, away, Colorado College, L,0,10, ,
10/26/07, away, Nebraska, L,8,22, ,
10/19/07, home, Colorado State, W,17,13, ,
10/12/07, home, Colorado Alumni, W,5,0, ,
10/5/07, home, Denver, W,29,4, ,
10/1/07, home, Boulder High, W,40,0, ,
11/22/06, home, Colorado Mines, T,0,0, ,
11/17/06, away, Utah, L,0,10, ,
11/10/06, away, Colorado State, T,0,0, ,
11/3/06, home, Colorado College, L,0,6, ,
10/27/06, away, Kansas, L,0,16, ,
10/20/06, away, Washburn, T,0,0, ,
10/13/06, home, Denver, W,6,0, ,
10/6/06, home, Colorado Alumni, T,0,0, ,
9/29/06, home, Boulder High, W,22,0, ,
11/30/05, other, Haskell, W,39,0, Denver CO,
11/18/05, home, Washburn, W,30,5, ,
11/11/05, away, Nebraska, L,0,18, ,
11/4/05, home, Utah, W,46,5, ,
10/28/05, other, Kansas, W,15,0, Denver CO,
10/21/05, home, Wyoming, W,69,0, ,
10/14/05, home, Colorado Alumni, W,23,0, ,
10/7/05, away, Regis, W,109,0, ,
9/30/05, away, North Denver High, W,28,0, ,
11/24/04, away, Stanford, L,0,33, ,
11/19/04, home, Colorado State, W,46,0, ,
11/12/04, away, Denver, W,57,0, ,
11/5/04, away, Colorado Mines, L,10,13, ,
10/29/04, away, Colorado College, W,23,0, ,
10/15/04, away, Kansas, T,6,6, ,
10/8/04, home, Nebraska, W,6,0, ,
10/1/04, away, Utah, W,33,6, ,
9/24/04, home, Colorado Alumni, W,6,0, ,
11/26/03, home, Missouri-Rolla, W,38,0, ,
11/21/03, home, Colorado Mines, W,23,5, ,
11/14/03, home, Colorado College, W,31,6, ,
11/7/03, away, Denver, W,10,0, ,
10/31/03, away, Colorado Mines, W,17,0, ,
10/24/03, away, Nebraska, L,0,31, ,
10/17/03, home, Kansas, L,11,12, ,
10/10/03, away, Colorado State, W,5,0, ,
10/3/03, home, Utah, W,22,0, ,
9/26/03, away, Boulder High, W,40,0, ,
11/3/02, home, Colorado Mines, W,28,0, ,
10/25/02, away, Colorado College, W,12,6, ,
10/18/02, home, Colorado State, W,11,6, ,
10/11/02, home, Denver, W,24,0, ,
10/4/02, home, Nebraska, L,0,10, ,
9/27/02, home, Boulder High, W,12,0, ,
